organism_facet,4614610
synonym_facet,2639043
model_facet,1810386
package_facet,1809830
organismPart_facet,1338399
sampleSourceName_facet,1323241
strain_facet,1249016
sex_facet,913802
colectionDate_facet,876805
sampleTitle_facet,862792
geographicLocation_facet,781174
age_facet,641594
cellType_facet,534536
isolationSource_facet,481916
sourceName_facet,453390
secondaryDescription_facet,418998
host_facet,404790
latitudeAndLongitude_facet,350241
genotype_facet,343348
diseaseState_facet,329477
environmentBiome_facet,323954
environmentMaterial_facet,302849
environmentFeature_facet,295626
sampleType_facet,290803
isolate_facet,277671
species_facet,267416
collectedBy_facet,242394
latitude_facet,193751
longitude_facet,191945
biomaterialProvider_facet,178351
developmentStage_facet,172165
sampleCharacteristics_facet,161154
projectName_facet,158703
hostSubjectId_facet,158365
depth_facet,154759
developmentalStage_facet,150380
geographicLocationCountryAndOrSea_facet,142960
elevation_facet,133134
investigationType_facet,132980
treatment_facet,132957
individual_facet,132123
cultivar_facet,127959
anonymizedName_facet,104052
sequencingMethod_facet,102771
title_facet,102415
envBiome_facet,98786
envFeature_facet,98786
cellLine_facet,98250
serovar_facet,92930
hostDisease_facet,91010
public_facet,89723
hostCommonName_facet,88359
hostTaxid_facet,87707
country_facet,80972
derivedFrom_facet,79425
phenotype_facet,73602
physicalSpecimenLocation_facet,72987
physicalSpecimenRemaining_facet,72710
dnaExtracted_facet,72681
replicate_facet,72450
collectionTimestamp_facet,72369
ethnicity_facet,71317
biosourceprovider_facet,69051
isolateNameAlias_facet,67564
hostAge_facet,67213
altitude_facet,66596
timePoint_facet,66367
ecotype_facet,66032
sampleId_facet,65211
hostSex_facet,63572
race_facet,61693
envPackage_facet,60073
population_facet,59019
bodyProduct_facet,58433
commonName_facet,58232
bodySite_facet,57728
envMatter_facet,57327
assignedFromGeo_facet,57257
bodyHabitat_facet,57215
biosourcetype_facet,57005
material_facet,53243
geoLocName_facet,53103
envMaterial_facet,52353
subSpecies_facet,49168
hostScientificName_facet,45602
chipAntibody_facet,42783
batch_facet,42158
sourceMaterialIdentifiers_facet,41884
ph_facet,41074
environmentalPackage_facet,39750
label_facet,38543
requiredSampleInfoStatus_facet,38527
sampleCollectionDeviceOrMethod_facet,37274
stage_facet,34824
bmi_facet,33339
specimenWithKnownStorageState_facet,31584
diet_facet,30287
hasPhysicalSpecimen_facet,30219
unknown_facet,30085
collection_facet,30071
vehicle_facet,29915
specificHost_facet,29772
group_facet,28702
temperature_facet,27920
enaLastUpdate_facet,27500
sampleSize_facet,26851
reference_facet,26229
enaFirstPublic_facet,26203
antibody_facet,25878
sampSize_facet,25526
taxonId_facet,25278
hostStatus_facet,25125
description_facet,25114
ageYears_facet,25006
sampleMaterialProcessing_facet,24903
hybridizationDate_facet,24779
ageUnit_facet,24451
rnaExtractionDate_facet,24236
histology_facet,24219
attributePackage_facet,23642
extractedDnaAvailNow_facet,23569
route_facet,23186
potentialContaminant_facet,22356
sequenceType_facet,22043
hostTissueSampled_facet,21914
vector_facet,21573
targetGene_facet,21549
collectionTime_facet,21520
subjectId_facet,21489
barcode_facet,21473
geneticBackground_facet,21458
weightKg_facet,20929
familyId_facet,20916
heightCm_facet,20629
state_facet,20622
breed_facet,20583
lane_facet,20481
timepoint_facet,20138
patientId_facet,19859
condition_facet,19485
cultureCollection_facet,19403
timeunit_facet,19393
diabetes_facet,19298
growthCondition_facet,19250
hostTaxonomyId_facet,18864
ibd_facet,18599
csection_facet,18597
chickenpox_facet,18595
geographicLocationElevation_facet,18283
specimenVoucher_facet,18205
site_facet,18047
diagnosis_facet,17888
sampleid_facet,17676
humanGutEnvironmentalPackage_facet,17620
biosamplemodel_facet,17205
sampleStorageTemperature_facet,17065
subject_facet,17058
ploidy_facet,16998
hhsRegion_facet,16899
clinicalHistory_facet,16885
isolationAndGrowthCondition_facet,16874
sampleProgress_facet,16818
pregnant_facet,16805
id_facet,16794
variation_facet,16473
project_facet,16405
vType_facet,16076
subsetAge_facet,16046
subsetAntibioticHistory_facet,16046
subsetBmi_facet,16046
subsetDiabetes_facet,16046
subsetHealthy_facet,16046
subsetIbd_facet,16046
cat_facet,15747
referenceForBiomaterial_facet,15736
dominantHand_facet,15671
dog_facet,15628
countryOfBirth_facet,15529
sleepDuration_facet,15529
supplierName_facet,15429
pcrPrimers_facet,15411
collectionMonth_facet,15364
dietType_facet,15345
alcoholTypesRedWine_facet,15309
alcoholTypesSourBeers_facet,15309
alcoholTypesUnspecified_facet,15309
alcoholTypesWhiteWine_facet,15309
allergicToIHaveNoFoodAllergiesThatIKnowOf_facet,15309
allergicToOther_facet,15309
allergicToPeanuts_facet,15309
allergicToShellfish_facet,15309
allergicToTreeNuts_facet,15309
allergicToUnspecified_facet,15309
heightUnits_facet,15309
nonFoodAllergiesBeestings_facet,15309
nonFoodAllergiesPetDander_facet,15309
nonFoodAllergiesSun_facet,15309
nonFoodAllergiesUnspecified_facet,15309
surveyId_facet,15309
weightUnits_facet,15309
healthState_facet,15293
tag_facet,15270
alcoholConsumption_facet,15243
drinkingWaterSource_facet,15205
smokingFrequency_facet,15196
acneMedication_facet,15195
exerciseFrequency_facet,15193
alcoholFrequency_facet,15185
poolFrequency_facet,15173
multivitamin_facet,15172
flossingFrequency_facet,15169
deodorantUse_facet,15166
cosmeticsFrequency_facet,15159
teethbrushingFrequency_facet,15159
birthYear_facet,15154
otherSupplementFrequency_facet,15149
fluVaccineDate_facet,15136
livingwith_facet,15133
infection_facet,15130
weightChange_facet,15127
acneMedicationOtc_facet,15126
appendixRemoved_facet,15125
hostAssociatedEnvironmentalPackage_facet,15103
tonsilsRemoved_facet,15093
lungDisease_facet,15077
exerciseLocation_facet,15074
lactose_facet,15074
softener_facet,15074
lastTravel_facet,15054
pku_facet,15044
seasonalAllergies_facet,15043
collectionSeason_facet,14915
geographicLocationCountryAndOrSeaRegion_facet,14903
alcoholTypesBeercider_facet,14882
alcoholTypesSpiritshardAlcohol_facet,14882
nonFoodAllergiesDrugEgPenicillin_facet,14882
nonFoodAllergiesPoisonIvyoak_facet,14882
migraine_facet,14823
antibioticHistory_facet,14731
histologicalType_facet,14713
hostBodyProduct_facet,14690
skinCondition_facet,14682
nailBiter_facet,14676
bmiCat_facet,14647
ageCat_facet,14621
gluten_facet,14573
patient_facet,14554
ageCorrected_facet,14543
source_facet,14531
well_facet,14525
environmentalSample_facet,14499
sampleComment_facet,14496
location_facet,14459
sample_facet,14455
soilEnvironmentalPackage_facet,14276
re1_facet,14227
longitudeRaw_facet,14206
seqMethods_facet,14132
compound_facet,14120
subtype_facet,14041
familyRole_facet,13971
contraceptive_facet,13841
latitudeRaw_facet,13772
singleCellWellQuality_facet,13651
tumorStage_facet,13648
targetSubfragment_facet,13611
bcrSampleUuid_facet,13582
vialNumber_facet,13582
serotype_facet,13547
re2_facet,13450
donorId_facet,13283
